1c:87:2c:a2:22:fe,SLASH,2015/12/19/00/22/03
1c:87:2c:a2:22:fe,ROLL,2015/12/19/00/22/34
ac:22:0b:5c:8c:0c,HIDE,2015/12/19/00/22/41
1c:87:2c:a2:22:fe,SLASH,2015/12/19/00/22/45
ac:22:0b:5c:8c:0c,ROLL,2015/12/19/00/22/52
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/22/58
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/23/03
1c:87:2c:a2:22:fe,SLASH,2015/12/19/00/23/07
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/23/07
ac:22:0b:5c:8c:0c,SLASH,2015/12/19/00/23/10
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/23/16
ac:22:0b:5c:8c:0c,SLASH,2015/12/19/00/23/20
1c:87:2c:a2:22:fe,HIDE,2015/12/19/00/23/21
ac:22:0b:5c:8c:0c,HIDE,2015/12/19/00/23/25
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/23/32
1c:87:2c:a2:22:fe,UP,2015/12/19/00/23/37
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/23/37
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/23/41
1c:87:2c:a2:22:fe,UP,2015/12/19/00/23/42
1c:87:2c:a2:22:fe,DOWN,2015/12/19/00/23/46
1c:87:2c:a2:22:fe,UP,2015/12/19/00/23/52
ac:22:0b:5c:8c:0c,SLASH,2015/12/19/00/23/54
1c:87:2c:a2:22:fe,SLASH,2015/12/19/00/23/58
1c:87:2c:a2:22:fe,DOWN,2015/12/19/00/24/02
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/03
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/07
1c:87:2c:a2:22:fe,UP,2015/12/19/00/24/10
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/10
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/14
1c:87:2c:a2:22:fe,UP,2015/12/19/00/24/17
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/24/17
1c:87:2c:a2:22:fe,DOWN,2015/12/19/00/24/20
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/21
ac:22:0b:5c:8c:0c,SLASH,2015/12/19/00/24/24
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/27
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/30
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/24/33
1c:87:2c:a2:22:fe,UP,2015/12/19/00/24/34
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/24/36
1c:87:2c:a2:22:fe,UP,2015/12/19/00/24/39
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/24/39
1c:87:2c:a2:22:fe,DOWN,2015/12/19/00/24/42
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/24/43
ac:22:0b:5c:8c:0c,SLASH,2015/12/19/00/24/46
1c:87:2c:a2:22:fe,DOWN,2015/12/19/00/24/50
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/24/51
1c:87:2c:a2:22:fe,SLASH,2015/12/19/00/24/56
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/24/58
ac:22:0b:5c:8c:0c,UP,2015/12/19/00/25/01
1c:87:2c:a2:22:fe,DOWN,2015/12/19/00/25/02
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/25/04
ac:22:0b:5c:8c:0c,DOWN,2015/12/19/00/25/07
ac:22:0b:5c:8c:0c,ROLL,2015/12/19/00/25/12
ac:22:0b:5c:8c:0c,ROLL,2015/12/19/00/25/38
1c:87:2c:a2:22:fe,UP,2015/12/19/00/25/45
